id;x;y;result
2;1.682777084000;1.811658172006;2.567337221970
4;3.575127074934;2.856796873646;38.075128611963
11;7.884345424593;2.827138891158;342.989658533989
14;4.444711972013;4.040162141073;414.374745062045
16;3.178723391417;1.070057686563;3.446985072589
18;3.708318799109;3.615364330489;114.230598044847
19;5.816997640922;1.448176186974;12.806153976893
22;6.280584005485;1.505359155417;15.895589894435
25;3.642461947830;1.713217781586;9.157816491680
27;2.065264417968;2.471355356572;6.003669704794
30;7.821022935248;1.099702124355;9.601162803942
33;1.389969802253;3.116885142835;2.790816601982
35;1.973651832037;2.061077315144;4.060461678483
39;3.474430108992;3.515995917023;79.752528059648
43;9.463952167675;1.553908856154;32.864555211547
46;2.685655577191;3.795554550743;42.509292619664
48;3.855320489345;2.838715488204;46.095547721853
49;5.458774658161;1.970055561317;28.321642236093
52;2.095871547710;1.520569183047;3.080755280366
53;9.572333897810;3.618631342958;3547.659257760166
56;4.393889908851;2.688705159758;53.509622077166
58;7.241493391640;3.546445989731;1120.299273465500
61;3.641930205218;1.972651869622;12.803003580583
64;7.110778238868;2.634840603537;175.657160173601
67;9.881574298860;3.292773469887;1886.848897123406
70;8.396866253193;3.235332132836;976.846190609064
74;9.433183921531;2.442490028722;240.211162091833
77;7.724290284617;4.709332450439;15178.234312758625
80;4.535662853516;3.404777845358;172.074267257383
82;8.000485090666;4.594421834737;14102.540022750763
84;3.695107145635;3.117865791708;58.855210584888
87;4.644155768260;4.348669145329;794.615308596790
89;2.320378381726;3.460616549536;18.410215403267
92;6.810721040231;1.644178069907;23.437852161842
96;6.341140914930;4.539069766363;4376.166251246446
99;7.208683795559;4.608090131251;8975.892787250628
102;5.550751987697;1.177316149452;7.522070893824
104;3.809456677885;3.074391611699;61.066137988444
108;4.995798886937;3.075634231389;140.816416738518
110;6.955659939398;4.974100238732;15483.721261028893
113;4.212581447526;2.042537146076;18.865274302221
116;5.349969459480;4.320132089874;1401.437828611353
118;4.645784150322;3.841285778234;365.060090810715
121;6.931958087086;2.658729549924;172.031708879565
124;8.822209010449;4.554207447630;20246.752593786976
126;9.831663410956;1.118195859557;12.881054083132
128;4.588070933461;2.958448350631;90.656416486598
130;8.529984003753;2.191681569687;109.734211906021
133;8.682432140395;2.037466029472;81.742885026281
136;5.040718059876;1.070120497675;5.646138459847
139;1.774299281333;3.425263147934;7.128244430062
141;5.267641787061;3.170853844852;194.150990547596
143;2.686698390541;1.034186659025;2.779025141845
145;2.320471505024;4.083105116521;31.094688816108
148;4.306533355276;2.638513221386;47.114504138765
152;2.468995245590;1.780884183594;5.000726600172
154;6.613113666737;4.161656930715;2595.662744280719
158;3.045430621869;2.225303636045;11.919697488106
160;5.614221641786;1.921551164673;27.529493121073
163;9.413057477733;2.387657184918;211.317336104367
164;7.642169150020;3.883431426601;2690.985017117635
170;5.557576160378;3.730965363122;601.369935483111
175;7.640573901494;2.917910846394;377.470379507806
177;1.089292137906;2.776915564549;1.268080361036
180;7.091358241310;3.352783447174;711.723877677238
183;2.370711940703;1.384710293098;3.304444904594
186;5.605963830613;2.985777836634;171.910913237044
189;3.461881800857;2.749760908511;30.407429122358
193;3.633500726308;3.264321602845;67.465512306885
197;2.050337154873;3.558893403971;12.875169004736
200;9.510742792645;4.723663374997;41759.540198075250
202;8.415129337316;4.560623610427;16552.138214465489
204;3.007203905105;1.041934045497;3.149301068289
207;7.644042547322;4.786914381963;16919.675548411433
211;4.231041421822;4.520968640785;679.435906957270
214;2.673174823080;4.965970886387;132.009579608755
217;6.263849190419;3.252169639560;390.357978866665
218;9.488519700038;4.814836989689;50705.060923574070
221;1.061489499410;1.335280902954;1.082940865529
224;5.244383514380;3.456663742915;307.426774779480
228;7.558250483980;3.837494012405;2349.288779537846
231;5.075501950528;1.055650162716;5.555702989510
236;6.241030953040;2.061036557522;43.556440584609
239;4.933734481799;3.539425165306;284.082038951680
242;6.097374216137;2.615008066137;113.019891400668
249;5.141790456597;2.479629109166;57.982895819362
252;3.776940173698;3.625674039726;123.743358380498
253;9.292101119551;1.870851779826;64.743722199472
256;7.992200906262;2.270204263537;112.004918130345
262;8.133858367503;2.256735910183;113.318036157422
264;1.908940648389;1.248080325581;2.241049773061
267;1.853958359457;2.690409825188;5.263793073401
271;7.491260472126;2.180942389206;80.789300581423
273;9.813281336849;2.454961874075;272.186241990387
279;3.607473851797;1.553115824988;7.335016498245
283;5.967840126470;1.772471057228;23.719935167288
286;9.861388456474;3.553492194168;3403.699113756965
289;1.499060615009;1.934644400625;2.188505383541
292;1.426542210870;1.714458773784;1.838715902110
294;4.409739206160;4.615338973716;942.288735936672
