id;arg;result
1;-284.740554223148;-0.910452702439
6;-199.114765911878;0.930005840860
9;378.766634005537;0.979118097827
10;119.471141282231;0.090496466568
12;148.902587983422;-0.948267429656
15;-584.618946276491;-0.278961692080
21;-942.674601489630;-0.195537414122
24;377.848955758901;0.756429783562
28;-61.313281807088;0.998636581376
29;-585.694808453786;-0.977565420605
32;-992.135495214655;0.571049156550
34;-973.940576973240;-0.046837218813
37;-159.155152985818;-0.875307981841
40;232.382900225519;-0.094813506438
41;789.767223950563;-0.941639457931
44;-178.727889524714;-0.336211885875
45;-478.462534060837;-0.807823844791
50;-946.542122172793;0.797254620146
55;-784.115207430298;0.958859194352
59;-266.632038468497;-0.392489828629
63;-992.226469637265;0.494108312354
65;880.184810786689;0.513164548724
68;382.551809231136;-0.661258003013
71;837.331122337101;0.995330112948
75;-160.535272076525;0.308909977720
79;608.191016198217;-0.957428563572
83;197.261841393895;0.611927838453
86;-993.104858544784;-0.353752519669
90;-23.364313067723;0.980534311108
93;764.409279130012;-0.842692237282
98;868.524257872361;0.992058560752
101;971.372802353228;-0.581582276126
103;-137.424491600761;0.721236098589
106;-743.975488199952;-0.549671289193
109;740.294031966565;-0.900898091367
112;543.088662388475;0.395733745309
115;400.355584467273;-0.980564334721
119;288.446006670716;-0.548456698984
122;271.489613094117;0.966863555171
125;995.645030062471;0.237548302587
129;-156.628733586972;0.435774943448
132;-758.181451608280;0.871190524823
135;-767.926557284014;-0.981462667044
137;-150.738755992590;0.057659382721
140;-656.048171617913;-0.518155526907
142;-794.569553297611;-0.250685267014
144;-521.510679130975;-0.006298593422
146;951.622663903002;0.276269281918
149;-303.448244409925;-0.959787139130
151;304.194414253693;0.514198726965
155;60.957713879016;-0.954343268699
157;-279.691837961629;0.089969969449
162;756.510681878708;0.575444571930
166;-836.991228424870;-0.970569041634
169;-8.982934837653;-0.427606309347
172;-314.458199501085;-0.294501786052
173;-54.662141273719;0.950569908615
176;392.212664960774;0.467461243729
178;-851.557033108018;0.184363267389
181;-185.034170146307;-0.314373304471
185;-606.476863157317;0.148924954506
188;324.164751146639;-0.548615870214
191;754.297750566340;0.310304858980
194;-611.533797894606;-0.880430607415
195;-600.228979938013;0.183733332653
199;-18.579088334184;0.267182054598
201;878.116783299073;-0.999133321125
206;-177.774170349708;-0.962646074493
209;600.992637148756;-0.812507272299
212;-657.771662230312;0.924147331606
219;-67.632069216366;0.996145673136
222;876.414471647778;0.089757743230
225;-195.169011530695;-0.380435359804
227;968.282204533525;0.622291932695
230;-718.890707074727;-0.508989637948
233;-120.286788552678;-0.787207572866
235;791.081133223988;-0.564820304131
237;352.047429993744;0.187928647819
240;933.207485441843;-0.153853789038
241;-176.251141384573;-0.316419610964
243;-554.615908578666;-0.992221932544
245;455.849271488092;-0.312987279628
247;5.613454687089;-0.620774818699
248;-901.731243627857;0.094013005728
250;-263.157955735786;0.671200543155
255;-280.038079386220;0.422619080798
257;477.057751311582;-0.447825659095
259;847.379472639935;-0.751639212205
261;-980.202947382059;-0.026036519451
265;-694.271313832386;-0.020661140695
268;768.144620967301;0.999682064153
270;-746.182970876524;0.998503472295
274;-517.378826523458;-0.832697392547
276;-114.441571221992;-0.974444732734
277;727.332200232778;-0.998569166763
280;681.253856024127;0.454445661778
282;-477.885223858822;-0.355211687540
285;787.752509815382;0.708412357353
287;713.150426493575;-0.008894011430
290;-811.174376401902;-0.599976533295
